Identifiant de document;Reference document;1 Articles CGI;2 Articles CGI;3 Articles CGI;4 Articles CGI;5 Articles CGI;No disposition;Date mutation;Nature mutation;Valeur fonciere;No voie;B/T/Q;Type de voie;Code voie;Voie;Code postal;Commune;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Identifiant local;Surface reelle bati;Nombre pieces principales;Nature culture;Nature culture speciale;Surface terrain
;;;;;;;1;07/01/2022;Vente;4310000;116;;IMP;128;DE LA LIOUDE;1170;CESSY;1;71;;AP;30;;;;;;;;;;;;0;4;Local industriel. commercial ou assimilé;;790;0;S;;2162
;;;;;;;1;07/01/2022;Vente;4310000;;;;B025;LONGES RAYES;1170;CESSY;1;71;;AP;189;;;;;;;;;;;;0;;;;;;S;;335
;;;;;;;1;03/01/2022;Vente en l'état futur d'achèvement;467379;;;;B039;GRIOTIER;1170;CROZET;1;135;;C;2085;;;;;;;;;;;;0;;;;;;AB;;355
;;;;;;;2;08/01/2022;Echange;100;;;;B095;LA LIATTE;1140;ILLIAT;1;188;;C;513;;;;;;;;;;;;0;;;;;;AG;;103
;;;;;;;3;08/01/2022;Echange;100;;;;B095;LA LIATTE;1140;ILLIAT;1;188;;C;511;;;;;;;;;;;;0;;;;;;S;;92
;;;;;;;3;08/01/2022;Echange;100;;;;B095;LA LIATTE;1140;ILLIAT;1;188;;C;514;;;;;;;;;;;;0;;;;;;P;;19
;;;;;;;1;14/01/2022;Vente;6500;;;;B017;AU BOURG;1560;CORMOZ;1;124;;AA;92;;;;;;;;;;;;0;;;;;;J;;325
;;;;;;;1;17/01/2022;Vente;3600;;;;B022;A LA FORET;1560;SERVIGNAT;1;406;;ZC;42;;;;;;;;;;;;0;;;;;;P;;13900
;;;;;;;1;17/01/2022;Vente;3600;;;;B011;CHAMP SALE;1560;SERVIGNAT;1;406;;ZC;84;;;;;;;;;;;;0;;;;;;T;;5787
;;;;;;;1;04/01/2022;Vente;45556;;;;B127;SOUS LA VILLE;1250;NIVIGNE ET SURAN;1;95;;ZE;290;;;;;;;;;;;;0;;;;;;AB;;484
;;;;;;;1;04/01/2022;Vente;45556;;;;B127;SOUS LA VILLE;1250;NIVIGNE ET SURAN;1;95;;ZE;298;;;;;;;;;;;;0;;;;;;AB;;117
;;;;;;;2;12/01/2022;Vente;205000;5155;;;B008;AU BOIS;1560;CORMOZ;1;124;;ZB;161;;;;;;;;;;;;0;1;Maison;;112;3;;;
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;1;Maison;;131;5;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;42;2;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;44;2;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;22;1;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;26;1;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;27;1;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;43;2;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;2;Appartement;;42;2;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;07/01/2022;Vente;230000;3;;RUE;561;DE LA RESISTANCE;1500;AMBERIEU-EN-BUGEY;1;4;;BS;767;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;402
;;;;;;;2;06/01/2022;Vente;162500;;;;B016;AU PAVILLON;1090;GENOUILLEUX;1;169;;B;757;;;;;;;;;;;;0;;;;;;S;;180
;;;;;;;2;06/01/2022;Vente;162500;;;;B016;AU PAVILLON;1090;GENOUILLEUX;1;169;;B;761;;;;;;;;;;;;0;;;;;;S;;377
;;;;;;;2;06/01/2022;Vente;162500;;;;B016;AU PAVILLON;1090;GENOUILLEUX;1;169;;B;781;;;;;;;;;;;;0;;;;;;S;;282
;;;;;;;2;06/01/2022;Vente;162500;;;;B016;AU PAVILLON;1090;GENOUILLEUX;1;169;;B;784;;;;;;;;;;;;0;;;;;;S;;202
;;;;;;;2;06/01/2022;Vente;162500;;;;B016;AU PAVILLON;1090;GENOUILLEUX;1;169;;B;1055;;;;;;;;;;;;0;;;;;;AB;;713
;;;;;;;1;10/01/2022;Vente;368000;48;;RUE;155;DE GENEVE;1210;FERNEY-VOLTAIRE;1;160;;AO;45;;130;76;0;17;;;;;;;;2;2;Appartement;;75;3;;
;;;;;;;1;10/01/2022;Vente;368000;48;;RUE;155;DE GENEVE;1210;FERNEY-VOLTAIRE;1;160;;AO;45;;130;76;0;17;;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;10/01/2022;Vente;368000;48;;RUE;155;DE GENEVE;1210;FERNEY-VOLTAIRE;1;160;;AO;45;;66;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;04/01/2022;Vente;588140;100;;CHE;191;DE LA PETITE PRAIRIE;1630;ST-GENIS-POUILLY;1;354;;AD;356;;;;;;;;;;;;0;1;Maison;;110;5;S;;396
;;;;;;;1;04/01/2022;Vente;588140;;;;B027;LES HAUTINS;1630;ST-GENIS-POUILLY;1;354;;AD;404;;;;;;;;;;;;0;;;;;;S;;4
;;;;;;;1;14/01/2022;Vente;470000;24;;IMP;56;DE CORCOCHET;1390;CIVRIEUX;1;105;;ZD;81;;;;;;;;;;;;0;1;Maison;;92;4;S;;411
;;;;;;;1;14/01/2022;Vente;470000;24;;IMP;56;DE CORCOCHET;1390;CIVRIEUX;1;105;;ZD;81;;;;;;;;;;;;0;1;Maison;;92;4;AG;;790
;;;;;;;1;13/01/2022;Vente;80000;191;;RUE;55;PRINCIPALE;1110;CORLIER;1;121;;A;504;;;;;;;;;;;;0;1;Maison;;130;4;S;;557
;;;;;;;1;10/01/2022;Vente;265000;25;B;RUE;500;DE LA PETITE CROZE;1500;AMBERIEU-EN-BUGEY;1;4;;BR;562;;;;;;;;;;;;0;1;Maison;;95;4;S;;51
;;;;;;;1;10/01/2022;Vente;265000;;;;B140;AU LAQUET;1500;AMBERIEU-EN-BUGEY;1;4;;BR;564;;;;;;;;;;;;0;;;;;;S;;325
;;;;;;;1;07/01/2022;Vente;75000;;;;B223;LA NITRIERE;1160;NEUVILLE-SUR-AIN;1;273;;C;1759;;;;;;;;;;;;0;;;;;;P;;600
;;;;;;;1;07/01/2022;Vente;75000;;;;B223;LA NITRIERE;1160;NEUVILLE-SUR-AIN;1;273;;C;1752;;;;;;;;;;;;0;;;;;;P;;600
;;;;;;;1;13/01/2022;Vente;30000;;;;B077;HAMEAU DE VILLENEUVE;1230;CLEYZIEU;1;107;;B;973;;;;;;;;;;;;0;;;;;;S;;770
;;;;;;;1;14/01/2022;Vente;235000;1;T;RUE;220;JEAN MERMOZ;1960;PERONNAS;1;289;;AC;251;;2;84;17;;;;;;;;;1;2;Appartement;;85;3;;
;;;;;;;1;14/01/2022;Vente;235000;1;T;RUE;220;JEAN MERMOZ;1960;PERONNAS;1;289;;AC;251;;9;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;07/01/2022;Vente;85000;36;;RUE;35;ABBE GREGOIRE;1000;BOURG-EN-BRESSE;1;53;;AH;323;;24;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;07/01/2022;Vente;85000;36;;RUE;35;ABBE GREGOIRE;1000;BOURG-EN-BRESSE;1;53;;AH;323;;3;;30;55;47;;;;;;;2;2;Appartement;;55;2;;
;;;;;;;1;07/01/2022;Vente;85000;36;;RUE;35;ABBE GREGOIRE;1000;BOURG-EN-BRESSE;1;53;;AH;323;;3;;30;55;47;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;17/01/2022;Vente;275000;2;;RUE;385;DES GALAMIERES;1800;MEXIMIEUX;1;244;;A;1178;;;;;;;;;;;;0;1;Maison;;111;5;S;;290
;;;;;;;2;17/01/2022;Vente;183000;;;;B075;LE SABLON;1800;SAINT-JEAN-DE-NIOST;1;361;;B;2538;;;;;;;;;;;;0;;;;;;T;;732
;;;;;;;2;17/01/2022;Vente;183000;;;;B075;LE SABLON;1800;SAINT-JEAN-DE-NIOST;1;361;;B;2540;;;;;;;;;;;;0;;;;;;T;;40
;;;;;;;1;14/01/2022;Vente;128980;32;;RUE;13;DE BOQUERA;1630;ST-JEAN-DE-GONVILLE;1;360;;C;1373;;10;;40;23;76;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;14/01/2022;Vente;128980;32;;RUE;13;DE BOQUERA;1630;ST-JEAN-DE-GONVILLE;1;360;;C;1373;;70;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;14/01/2022;Vente;128980;32;;RUE;13;DE BOQUERA;1630;ST-JEAN-DE-GONVILLE;1;360;;C;1373;;10;;40;23;76;;;;;;;2;2;Appartement;;23;1;;
;;;;;;;1;14/01/2022;Vente;178500;336;;CHE;404;DE LA MURE;1380;BAGE-DOMMARTIN;1;25;144;A;757;;;;;;;;;;;;0;1;Maison;;120;5;S;;3567
;;;;;;;1;14/01/2022;Vente;178500;;;;B510;LA MURE;1380;BAGE-DOMMARTIN;1;25;144;A;804;;;;;;;;;;;;0;;;;;;S;;700
;;;;;;;1;14/01/2022;Vente;178500;;;;B510;LA MURE;1380;BAGE-DOMMARTIN;1;25;144;A;804;;;;;;;;;;;;0;;;;;;AG;;2316
;;;;;;;1;06/01/2022;Vente;700600;30;;RTE;290;DES VIGNES;1170;CESSY;1;71;;AI;156;;;;;;;;;;;;0;1;Maison;;157;7;S;;800
;;;;;;;1;06/01/2022;Vente;700600;;;;B038;EN PELATTON;1170;CESSY;1;71;;AI;159;;;;;;;;;;;;0;;;;;;S;;10
;;;;;;;1;06/01/2022;Vente;700600;;;;B038;EN PELATTON;1170;CESSY;1;71;;AI;160;;;;;;;;;;;;0;;;;;;S;;50
;;;;;;;1;06/01/2022;Vente;700600;;;;B038;EN PELATTON;1170;CESSY;1;71;;AI;161;;;;;;;;;;;;0;;;;;;S;;264
;;;;;;;1;14/01/2022;Vente;98000;100;;RUE;39;DU FOUR;1460;BEARD-GEOVREISSIAT;1;170;;AC;117;;;;;;;;;;;;0;1;Maison;;99;5;S;;795
;;;;;;;1;12/01/2022;Vente;483087;60;;RUE;101;DE CHATEAU GAGNEUR;1170;GEX;1;173;;AB;188;;59;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;12/01/2022;Vente;483087;60;;RUE;101;DE CHATEAU GAGNEUR;1170;GEX;1;173;;AB;188;;76;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;12/01/2022;Vente;483087;60;;RUE;101;DE CHATEAU GAGNEUR;1170;GEX;1;173;;AB;188;;7;116;6;;;;;;;;;1;2;Appartement;;116;4;;
;;;;;;;1;10/01/2022;Vente;476000;97;;CHE;275;DU PRESSOIR;1600;SAINT-BERNARD;1;339;;AK;51;;;;;;;;;;;;0;1;Maison;;118;5;S;;712
;;;;;;;1;14/01/2022;Vente;215000;183;;RUE;110;DU VIEUX BOURG;1170;SEGNY;1;399;;AK;80;;14;;98;49;66;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;14/01/2022;Vente;215000;183;;RUE;110;DU VIEUX BOURG;1170;SEGNY;1;399;;AK;80;;14;;98;49;66;;;;;;;2;2;Appartement;;51;2;;
;;;;;;;1;14/01/2022;Vente;390000;71;B;CHE;539;DE NARTE;1220;DIVONNE-LES-BAINS;1;143;;AV;240;;32;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;14/01/2022;Vente;390000;71;B;CHE;539;DE NARTE;1220;DIVONNE-LES-BAINS;1;143;;AV;240;;15;;26;63;78;;;;;;;2;2;Appartement;;64;3;;
;;;;;;;1;14/01/2022;Vente;390000;71;B;CHE;539;DE NARTE;1220;DIVONNE-LES-BAINS;1;143;;AV;240;;15;;26;63;78;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;2;07/01/2022;Vente;1550;;;;B027;TRELEBOUX;1210;ORNEX;1;281;;B;1982;;;;;;;;;;;;0;;;;;;T;;284
;;;;;;;2;07/01/2022;Vente;1550;;;;B027;TRELEBOUX;1210;ORNEX;1;281;;B;1984;;;;;;;;;;;;0;;;;;;T;;491
;;;;;;;1;14/01/2022;Vente;145000;8;;RUE;125;DE GEX;1630;ST-GENIS-POUILLY;1;354;;BC;62;;80;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;;36;0;;;
;;;;;;;1;14/01/2022;Vente;145000;8;;RUE;125;DE GEX;1630;ST-GENIS-POUILLY;1;354;;BC;62;;86;59;65;;;;;;;;;1;4;Local industriel. commercial ou assimilé;;60;0;;
;;;;;;;1;14/01/2022;Vente;145000;8;;RUE;125;DE GEX;1630;ST-GENIS-POUILLY;1;354;;BC;62;;60;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;;25;0;;;
;;;;;;;1;12/01/2022;Vente;495456;44;;ALL;695;DU SQUARE DE LAUSANNE;1220;DIVONNE-LES-BAINS;1;143;;AE;563;;22;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;12/01/2022;Vente;495456;44;;ALL;695;DU SQUARE DE LAUSANNE;1220;DIVONNE-LES-BAINS;1;143;;AE;563;;21;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;12/01/2022;Vente;495456;44;;ALL;695;DU SQUARE DE LAUSANNE;1220;DIVONNE-LES-BAINS;1;143;;AE;563;;11;71;79;;;;;;;;;1;2;Appartement;;72;3;;
;;;;;;;1;13/01/2022;Vente;383000;246;;AV;440;DE GENEVE;1220;DIVONNE-LES-BAINS;1;143;;AO;166;;4;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;13/01/2022;Vente;383000;246;;AV;440;DE GENEVE;1220;DIVONNE-LES-BAINS;1;143;;AO;166;;38;;68;82;30;;;;;;;2;2;Appartement;;84;4;;
;;;;;;;1;13/01/2022;Vente;383000;246;;AV;440;DE GENEVE;1220;DIVONNE-LES-BAINS;1;143;;AO;166;;38;;68;82;30;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;05/01/2022;Vente en l'état futur d'achèvement;482000;;;;B012;LA FIN;1210;FERNEY-VOLTAIRE;1;160;;AC;129;;9;;;;;;;;;;1;;;;;;;;
;;;;;;;1;05/01/2022;Vente en l'état futur d'achèvement;482000;;;;B012;LA FIN;1210;FERNEY-VOLTAIRE;1;160;;AC;129;;141;;;;;;;;;;1;;;;;;;;
;;;;;;;1;10/01/2022;Vente;150000;2;;AV;55;BRILLAT SAVARIN;1500;SAINT-DENIS-EN-BUGEY;1;345;;AI;770;;17;83;0;18;;;;;;;;2;2;Appartement;;82;4;;
;;;;;;;1;10/01/2022;Vente;150000;2;;AV;55;BRILLAT SAVARIN;1500;SAINT-DENIS-EN-BUGEY;1;345;;AI;770;;17;83;0;18;;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;10/01/2022;Vente;150000;2;;AV;55;BRILLAT SAVARIN;1500;SAINT-DENIS-EN-BUGEY;1;345;;AI;770;;17;83;0;18;;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;10/01/2022;Vente terrain à bâtir;65000;;;;B084;EN RIGNION;1500;CHATEAU-GAILLARD;1;89;;ZL;595;;;;;;;;;;;;0;;;;;;AB;;278
;;;;;;;1;17/01/2022;Vente;200000;756;;RTE;15;DU BARRAGE;1550;POUGNY;1;308;;A;653;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;414
;;;;;;;1;17/01/2022;Vente;200000;756;;RTE;15;DU BARRAGE;1550;POUGNY;1;308;;A;653;;;;;;;;;;;;0;1;Maison;;50;3;S;;414
;;;;;;;1;03/01/2022;Vente;610000;86;;CHE;55;DE LA CHAPELLE;1630;PERON;1;288;;B;370;;;;;;;;;;;;0;1;Maison;;119;6;S;;1033
;;;;;;;1;06/01/2022;Vente;104000;120;;AV;50;AQUEDUC;1220;DIVONNE-LES-BAINS;1;143;;AE;373;;62;13;90;;;;;;;;;1;2;Appartement;;12;1;;
;;;;;;;1;06/01/2022;Vente;104000;120;;AV;50;AQUEDUC;1220;DIVONNE-LES-BAINS;1;143;;AE;373;;62;13;90;;;;;;;;;1;3;Dépendance;;0;0;;
;;;;;;;1;06/01/2022;Vente;104000;120;;AV;50;AQUEDUC;1220;DIVONNE-LES-BAINS;1;143;;AE;373;;44;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;06/01/2022;Vente;200000;;;;B024;AU VILLAGE;1170;SEGNY;1;399;;AK;351;;;;;;;;;;;;0;;;;;;S;;80
;;;;;;;1;06/01/2022;Vente;200000;;;;B024;AU VILLAGE;1170;SEGNY;1;399;;AK;355;;;;;;;;;;;;0;;;;;;S;;4
;;;;;;;1;06/01/2022;Vente;200000;;;;B024;AU VILLAGE;1170;SEGNY;1;399;;AK;356;;;;;;;;;;;;0;;;;;;S;;203
;;;;;;;1;04/01/2022;Vente;220000;1;;CHE;313;DE LA LAITERIE;1200;VALSERHONE;1;33;;F;242;;;;;;;;;;;;0;1;Maison;;170;6;S;;147
;;;;;;;1;04/01/2022;Vente;220000;1;;CHE;313;DE LA LAITERIE;1200;VALSERHONE;1;33;;F;242;;;;;;;;;;;;0;3;Dépendance;;0;0;S;;147
;;;;;;;1;04/01/2022;Vente;220000;;;;B058;SUR MONT PELAZ;1200;VALSERHONE;1;33;;F;719;;;;;;;;;;;;0;;;;;;S;;45
;;;;;;;1;12/01/2022;Vente;84300;;;;B011;GRAND ETANG DE SERVAS;1960;SERVAS;1;405;;C;1045;;;;;;;;;;;;0;;;;;;AB;;638
;;;;;;;1;12/01/2022;Vente;84300;;;;B011;GRAND ETANG DE SERVAS;1960;SERVAS;1;405;;C;1062;;;;;;;;;;;;0;;;;;;AB;;205
;;;;;;;1;19/01/2022;Vente;3200;;;;B121;LE ROCHER;1370;MEILLONNAS;1;241;;ZD;76;;;;;;;;;;;;0;;;;;;P;;1320
;;;;;;;1;19/01/2022;Vente;3200;;;;B095;LA PLANTEE;1370;MEILLONNAS;1;241;;ZD;123;;;;;;;;;;;;0;;;;;;BT;;3810
;;;;;;;1;19/01/2022;Vente;3200;;;;B010;BOIS DES MAVAUVRES;1370;MEILLONNAS;1;241;;ZM;57;;;;;;;;;;;;0;;;;;;BS;;2848
;;;;;;;1;07/01/2022;Vente;100000;2;;RUE;394;JEAN MACE;1500;AMBERIEU-EN-BUGEY;1;4;;AN;491;;1;;14;;5;58;33;;;;;3;3;Dépendance;;0;0;;
;;;;;;;1;07/01/2022;Vente;100000;2;;RUE;394;JEAN MACE;1500;AMBERIEU-EN-BUGEY;1;4;;AN;491;;1;;14;;5;58;33;;;;;3;3;Dépendance;;0;0;;
;;;;;;;1;07/01/2022;Vente;100000;2;;RUE;394;JEAN MACE;1500;AMBERIEU-EN-BUGEY;1;4;;AN;491;;9;10;64;;;;;;;;;1;3;Dépendance;;0;0;;
;;;;;;;1;07/01/2022;Vente;100000;2;;RUE;394;JEAN MACE;1500;AMBERIEU-EN-BUGEY;1;4;;AN;491;;1;;14;;5;58;33;;;;;3;2;Appartement;;57;3;;
;;;;;;;1;07/01/2022;Vente;100000;2;;RUE;394;JEAN MACE;1500;AMBERIEU-EN-BUGEY;1;4;;AN;491;;5;58;33;;;;;;;;;1;3;Dépendance;;0;0;;
;;;;;;;1;06/01/2022;Vente;305000;;;;B024;AU VILLAGE;1170;SEGNY;1;399;;AK;362;;;;;;;;;;;;0;;;;;;S;;456
;;;;;;;1;06/01/2022;Vente;305000;;;;B024;AU VILLAGE;1170;SEGNY;1;399;;AK;363;;;;;;;;;;;;0;;;;;;S;;74
;;;;;;;4;07/01/2022;Vente;8880;;;;B012;LES FINS;1210;ORNEX;1;281;;AR;6;;;;;;;;;;;;0;;;;;;S;;2717
;;;;;;;4;07/01/2022;Vente;8880;;;;B027;TRELEBOUX;1210;ORNEX;1;281;;B;1955;;;;;;;;;;;;0;;;;;;S;;135
;;;;;;;4;07/01/2022;Vente;8880;;;;B027;TRELEBOUX;1210;ORNEX;1;281;;B;1956;;;;;;;;;;;;0;;;;;;S;;268
;;;;;;;4;07/01/2022;Vente;8880;;;;B001;LES ALLOUETTES;1210;ORNEX;1;281;;B;1966;;;;;;;;;;;;0;;;;;;S;;1320
;;;;;;;1;13/01/2022;Vente en l'état futur d'achèvement;223000;;;;B011;AU BATOIR;1150;LAGNIEU;1;202;;E;1876;;36;31;20;;;;;;;;;1;3;Dépendance;;0;0;;
;;;;;;;1;13/01/2022;Vente en l'état futur d'achèvement;223000;;;;B011;AU BATOIR;1150;LAGNIEU;1;202;;E;1876;;23;12;50;;;;;;;;;1;3;Dépendance;;0;0;;
;;;;;;;1;13/01/2022;Vente en l'état futur d'achèvement;223000;;;;B011;AU BATOIR;1150;LAGNIEU;1;202;;E;1876;;92;64;0;;;;;;;;;1;2;Appartement;;65;3;;
;;;;;;;1;12/01/2022;Vente;103000;41;A;RUE;44;MARIE DE FONSCOLOMBE;1500;SAINT-MAURICE-DE-REMENS;1;379;;AE;137;;2;78;44;;;;;;;;;1;2;Appartement;;78;3;;
;;;;;;;1;06/01/2022;Vente;137000;93;;CHE;228;DU CHATELARD;1220;DIVONNE-LES-BAINS;1;143;;AH;35;;176;46;48;;;;;;;;;1;4;Local industriel. commercial ou assimilé;;46;0;;
;;;;;;;1;06/01/2022;Vente;137000;93;;CHE;228;DU CHATELARD;1220;DIVONNE-LES-BAINS;1;143;;AH;35;;96;;;;;;;;;;1;4;Local industriel. commercial ou assimilé;;29;0;;;
;;;;;;;1;06/01/2022;Vente;640000;89;;IMP;121;DES ESSIENS;1210;VERSONNEX;1;435;;AD;353;;;;;;;;;;;;0;1;Maison;;95;5;S;;342
;;;;;;;1;14/01/2022;Vente;225000;2243;;RTE;160;DE TREVOUX;1310;MONTRACOL;1;264;;B;189;;;;;;;;;;;;0;1;Maison;;162;6;S;;670
;;;;;;;1;14/01/2022;Vente;225000;;;;B008;LA CAPITALE;1310;MONTRACOL;1;264;;B;928;;;;;;;;;;;;0;;;;;;P;;3478
;;;;;;;1;14/01/2022;Vente;33500;56;;RUE;520;PAUL PAINLEVE;1130;NANTUA;1;269;;AD;84;;14;;32;21;17;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;14/01/2022;Vente;33500;56;;RUE;520;PAUL PAINLEVE;1130;NANTUA;1;269;;AD;84;;14;;32;21;17;;;;;;;2;2;Appartement;;21;1;;
;;;;;;;1;06/01/2022;Vente;385000;57;;RTE;5;DE CESSY;1210;VERSONNEX;1;435;;AI;162;;77;;;;;;;;;;1;3;Dépendance;;0;0;;;
;;;;;;;1;06/01/2022;Vente;385000;27;;RTE;5;DE CESSY;1210;VERSONNEX;1;435;;AI;162;;14;86;54;52;;;;;;;;2;3;Dépendance;;0;0;;
;;;;;;;1;06/01/2022;Vente;385000;27;;RTE;5;DE CESSY;1210;VERSONNEX;1;435;;AI;162;;14;86;54;52;;;;;;;;2;2;Appartement;;89;4;;
;;;;;;;1;06/01/2022;Vente;157000;5769;;RUE;58;DES GRILLONS;1340;MONTREVEL-EN-BRESSE;1;266;;AK;173;;;;;;;;;;;;0;1;Maison;;69;3;S;;560
;;;;;;;1;07/01/2022;Vente;200000;266;;CHE;1050;FLEURI;1480;FRANS;1;166;;AK;79;;;;;;;;;;;;0;1;Maison;;80;5;S;;568
